make,model,car,variant,body_type,fuel_type,fuel_system,type,drivetrain,displacement(cc),cylinders,mileage(kms/lit),power(hp),torque,fuel_tank,height(mm),length(mm),width(mm),doors,seats,wheelbase(mm),airbags,price($)
Nissan,Sunny,Nissan Sunny,Xl Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1498,4,16.95,97.65,134,41,1515,4455,1695,4,5,2600,1,11710
Nissan,Sunny,Nissan Sunny,Xl Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,22.71,84.82,200,41,1515,4455,1695,4,5,2600,1,12775
Nissan,Sunny,Nissan Sunny,Xv Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,22.71,84.82,200,41,1515,4455,1695,4,5,2600,2,13915
Nissan,Sunny,Nissan Sunny,Xe Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,22.71,84.82,200,41,1515,4455,1695,4,5,2600,1,12053
Nissan,Sunny,Nissan Sunny,Xv Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1498,4,17.97,99.62,134,41,1515,4455,1695,4,5,2600,2,13915
Nissan,Sunny,Nissan Sunny,Special Edition Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,22.71,84.82,200,41,1515,4455,1695,4,5,2600,2,12281
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,Lxi,MPV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,19.34,101.59,138,45,1690,4395,1735,5,7,2740,2,10626
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,Zxi,MPV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,19.34,102.58,138,45,1685,4265,1695,5,7,2740,2,12838
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,Vxi At,MUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1462,4,18.69,101.59,130,45,1690,4395,1735,5,7,2740,2,13104
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,Zxi Plus,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,19.34,101.59,130,45,1690,4395,1735,5,7,2740,2,13594
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,Vxi,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,19.34,101.59,180,45,1685,4265,1695,5,7,2740,2,11676
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,Zxi At,MPV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1462,4,18.69,102.58,138,45,1685,4265,1695,5,7,2740,2,14182
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,1.5L Vdi,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,24.2,93.7,225,45,1690,4395,1735,5,7,2740,2,13813
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,1.5L Zdi,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,24.2,93.7,225,45,1690,4395,1735,5,7,2740,2,14975
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,1.5L Zdi Plus,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,24.2,93.7,225,45,1690,4395,1735,5,7,2740,2,15689
Maruti Suzuki,Ertiga,Maruti Suzuki Ertiga,Vxi Cng (Cng +,MUV,CNG + Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,19.34,101.59,180,45,1685,4265,1695,5,7,2740,2,12427
Maruti Suzuki,Baleno Rs,Maruti Suzuki Baleno Rs,Rs 1.0,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.4,100.6,150,37,1510,3995,1745,5,5,2520,2,11044
Honda,Wr-V,Honda Wr-V,Vx Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,4,17.5,88.77,110,40,1601,3999,1734,5,5,2555,2,12950
Honda,Wr-V,Honda Wr-V,S Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.5,98.63,200,40,1601,3999,1734,5,5,2555,2,12950
Honda,Wr-V,Honda Wr-V,S Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,4,17.5,88.77,110,40,1601,3999,1734,5,5,2555,2,11410
Honda,Wr-V,Honda Wr-V,Edge Plus Edition Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.5,98.63,200,40,1601,3999,1734,5,5,2555,2,12824
Honda,Wr-V,Honda Wr-V,Edge Plus Edition Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,4,17.5,88.77,110,40,1601,3999,1734,5,5,2555,2,11312
Honda,Wr-V,Honda Wr-V,Exclusive Edition Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,4,17.5,88.77,110,40,1601,3999,1734,5,5,2555,2,13090
Mahindra,Tuv300,Mahindra Tuv300,T4 Plus,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1493,3,18.49,82.85,240,60,1817,3995,1835,5,7,2680,2,11960
Mahindra,Tuv300,Mahindra Tuv300,T6 Plus,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1493,3,18.49,82.85,240,60,1817,3995,1835,5,7,2680,2,12800
Mahindra,Tuv300,Mahindra Tuv300,T8,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1493,3,18.49,82.85,240,60,1817,3995,1835,5,7,2680,2,13672
Mahindra,Tuv300,Mahindra Tuv300,T10,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1493,3,18.49,98.63,240,60,1839,3995,1835,5,7,2680,2,13994
Mahindra,Tuv300,Mahindra Tuv300,T10 (O),SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1493,3,18.49,98.63,240,60,1839,3995,1835,5,7,2680,2,14447
Mahindra,Tuv300,Mahindra Tuv300,T10 Dual Tone,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1493,3,18.49,98.63,240,60,1839,3995,1835,5,7,2680,2,14321
Mahindra,Tuv300,Mahindra Tuv300,T10 (O) Dual Tone,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1493,3,18.49,98.63,240,60,1839,3995,1835,5,7,2680,2,14773
Maruti Suzuki,S-Cross,Maruti Suzuki S-Cross,1.3L Sigma,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,23.65,88.77,200,48,1595,4300,1785,5,5,2600,2,12329
Maruti Suzuki,S-Cross,Maruti Suzuki S-Cross,1.3L Delta,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,23.65,88.77,200,48,1595,4300,1785,5,5,2600,2,13897
Maruti Suzuki,S-Cross,Maruti Suzuki S-Cross,1.3L Zeta,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,23.65,88.77,200,48,1595,4300,1785,5,5,2600,2,14611
Maruti Suzuki,S-Cross,Maruti Suzuki S-Cross,1.3L Alpha,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,23.65,88.77,200,48,1595,4300,1785,5,5,2600,2,16011
Renault,Captur,Renault Captur,Rxe Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1498,4,13.86,104.55,142,50,1619,4329,1813,5,5,2673,2,13299
Renault,Captur,Renault Captur,Rxe Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.37,108.5,240,50,1619,4329,1813,5,5,2673,2,14699
Renault,Captur,Renault Captur,Platine Diesel Dual Tone,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.37,108.5,240,50,1619,4329,1813,5,5,2673,4,18199
Renault,Captur,Renault Captur,Platine Petrol Dual Tone,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1498,4,13.86,104.55,142,50,1619,4329,1813,5,5,2673,2,16799
Mahindra,Xylo,Mahindra Xylo,D2 Bs-Iv,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2489,4,13.9,93.7,218,55,1895,4520,1850,5,7,2760,0,13482
Mahindra,Xylo,Mahindra Xylo,D4 Bs-Iv,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2489,4,13.9,93.7,218,55,1895,4520,1850,5,7,2760,0,14062
Mahindra,Xylo,Mahindra Xylo,H4 Bs-Iv,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,14.02,118.36,280,55,1895,4520,1850,5,7,2760,0,14447
Mahindra,Xylo,Mahindra Xylo,H4 Abs Bs-Iv,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,14.02,118.36,280,55,1895,4520,1850,5,7,2760,0,14925
Mahindra,Xylo,Mahindra Xylo,H8 Abs Airbags Bs-Iv,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,14.02,119.34,280,55,1895,4520,1850,5,8,2760,2,17196
Kia,Seltos,Kia Seltos,Hte 1.5,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1497,4,16.8,113.43,144,60,1645,4315,1800,5,5,2610,2,13846
Kia,Seltos,Kia Seltos,Gtk 1.4,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1353,4,16.1,138.08,242,50,1645,4315,1800,5,5,2610,2,19306
Kia,Seltos,Kia Seltos,Gtx 1.4,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1353,4,16.1,138.08,242,50,1645,4315,1800,5,5,2610,4,21406
Kia,Seltos,Kia Seltos,Gtx At 1.4,SUV,Petrol,Injection,DCT,FWD (Front Wheel Drive),1353,4,16.5,138.08,242,50,1645,4315,1800,5,5,2610,4,22806
Kia,Seltos,Kia Seltos,Gtx Plus 1.4,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1353,4,16.1,138.08,242,50,1645,4315,1800,5,5,2610,4,22806
Nissan,Terrano,Nissan Terrano,Xe D 85Ps,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.45,83.84,200,50,1671,4331,1822,5,5,2673,2,13998
Nissan,Terrano,Nissan Terrano,Xv D Premium 110 Ps Amt,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1461,4,19.01,108.5,248,50,1671,4331,1822,5,5,2673,2,20508
Nissan,Terrano,Nissan Terrano,Xl (P),SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1598,4,13.24,102.58,145,50,1671,4331,1822,5,5,2673,2,13998
Nissan,Terrano,Nissan Terrano,Xl D(O),SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.45,83.84,200,50,1671,4331,1822,5,5,2673,2,17299
Nissan,Terrano,Nissan Terrano,Xv D Premium 110 Ps,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,19.01,108.5,248,50,1671,4331,1822,5,5,2673,2,19878
Nissan,Terrano,Nissan Terrano,Sport Edition,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.45,83.84,200,50,1671,4331,1822,5,5,2673,2,17299
Tata,Safari Storme,Tata Safari Storme,2.2 Lx 4X2,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,14,147.95,320,63,1922,4655,1855,5,7,2650,0,15526
Tata,Safari Storme,Tata Safari Storme,2.2 Ex 4X2,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,14,147.95,320,63,1922,4655,1965,5,7,2650,0,18692
Tata,Safari Storme,Tata Safari Storme,2.2 Vx 4X2 Varicor 400,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,4,14.1,153.87,400,63,1922,4655,1965,5,7,2650,2,20714
Tata,Safari Storme,Tata Safari Storme,2.2 Vx 4X4 Varicor 400,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),2179,4,14.1,153.87,400,63,1922,4655,1965,5,7,2650,2,23013
Hyundai,Elantra,Hyundai Elantra,S,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1999,4,14.6,149.92,196,50,1465,4620,1800,4,5,2700,6,22246
Hyundai,Elantra,Hyundai Elantra,Sx,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1999,4,14.6,149.92,196,50,1465,4620,1800,4,5,2700,6,25886
Hyundai,Elantra,Hyundai Elantra,Sx At,Sedan,Petrol,Injection,AMT,FWD (Front Wheel Drive),1999,4,14.6,149.92,196,50,1465,4620,1800,4,5,2700,6,27286
Hyundai,Elantra,Hyundai Elantra,Sx(O) At,Sedan,Petrol,Injection,AMT,FWD (Front Wheel Drive),1999,4,14.6,149.92,196,50,1465,4620,1800,4,5,2700,6,28546
Hyundai,Tucson,Hyundai Tucson,2Wd Mt Diesel,SUV,Diesel,Injection,Manual,4WD,1995,4,18.42,182.47,400,62,1660,4475,1850,5,5,2670,2,29116
Hyundai,Tucson,Hyundai Tucson,2Wd Mt Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1999,4,13.03,152.88,192,62,1660,4475,1850,5,5,2670,2,26273
Hyundai,Tucson,Hyundai Tucson,2Wd At Gl Diesel,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1995,4,16.38,182.47,400,62,1660,4475,1850,5,5,2670,6,33100
Hyundai,Tucson,Hyundai Tucson,2Wd At Gl Petrol,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1999,4,12.95,152.88,192,62,1660,4475,1850,5,5,2670,6,30623
Hyundai,Tucson,Hyundai Tucson,4Wd At Gls Diesel,SUV,Diesel,Injection,Automatic,4WD,1995,4,16.38,182.47,400,62,1660,4475,1850,5,5,2670,6,37763
Hyundai,Tucson,Hyundai Tucson,2Wd At Gls Petrol,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1999,4,12.95,152.88,192,62,1660,4475,1850,5,5,2670,6,33229
Hyundai,Tucson,Hyundai Tucson,2Wd At Gl(O) Petrol,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1999,4,12.95,152.88,192,62,1660,4475,1850,5,5,2670,6,31454
Hyundai,Tucson,Hyundai Tucson,2Wd At Gl(O) Diesel,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1995,4,16.38,182.47,400,62,1660,4475,1850,5,5,2670,6,33932
Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Comfortline,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,55,1456,4767,1832,4,5,2786,9,42301
Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Highline,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,66,1456,4767,1832,4,5,2786,9,46501
Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Comfortline Connect,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,55,1456,4767,1832,4,5,2786,9,36386
Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Highline Connect,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,66,1456,4767,1832,4,5,2786,9,40586
Volvo,V40 Cross Country,Volvo V40 Cross Country,D3,Hatchback,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1984,5,16.8,147.95,350,60,1458,4370,1783,5,5,2646,7,45962
Volvo,V40 Cross Country,Volvo V40 Cross Country,T4,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1596,4,16,177.54,240,50,1470,4370,1857,5,5,2646,7,41468
Mini,Countryman,Mini Countryman,Cooper S,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1998,4,14.41,189.37,280,47,1557,4299,1822,5,5,2670,6,48860
Mini,Countryman,Mini Countryman,Cooper Sd,Hatchback,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1998,4,19.19,187.4,400,47,1557,4299,1822,5,5,2670,6,52360
Mini,Countryman,Mini Countryman,Cooper S Jcw Inspired,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1998,4,14.41,189.37,280,47,1557,4299,1822,5,5,2670,6,57960
Mini,Countryman,Mini Countryman,Black Edition,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1998,4,14.41,189.37,280,47,1557,4299,1822,5,5,2670,6,59360
Toyota,Prius,Toyota Prius,Z8,Sedan,Hybrid,Injection,Automatic,FWD (Front Wheel Drive),1798,4,23.9,96.66,142,43,1490,4540,1760,4,5,2700,7,63126
Lexus,Nx 300H,Lexus Nx 300H,F-Sport,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),2494,6,18.3,191.35,210,56,1645,4.64,1.845,4,5,2660,8,84840
Lexus,Nx 300H,Lexus Nx 300H,Luxury,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),2494,6,18.3,191.35,210,56,1645,4640,1845,4,5,2660,8,83860
Jaguar,F-Pace,Jaguar F-Pace,Prestige,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1999,4,16.38,177.54,430,60,1651,4731,2175,5,5,2874,6,90492
Jaguar,F-Pace,Jaguar F-Pace,Prestige Petrol,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),1997,4,21.27,243.62,369,60,1651,4731,2175,5,5,2874,6,89919
Volvo,V90 Cross Country,Volvo V90 Cross Country,D5 Inscription,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1969,4,17.2,231.79,480,60,1543,4950,2052,5,5,2941,6,91434
Bmw,X7,Bmw X7,Xdrive 40I,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),2998,6,13.38,330.42,450,80,1805,5151,2000,5,7,3105,9,146860
Bmw,X7,Bmw X7,Xdrive30D Dpe Signature,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,13.38,258.42,620,80,1805,5151,2000,5,7,3105,9,143500
Bmw,M4,Bmw M4,Coupe,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2979,6,10.75,425.1,550,60,1383,4671,1870,2,4,2812,10,190260
Porsche,911,Porsche 911,Carrera S,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),2981,6,8.9,443.84,530,64,1300,4519,1852,2,4,2450,4,243880
Porsche,911,Porsche 911,Carrera S Cabriolet,Convertible,Petrol,Injection,Automatic,AWD (All Wheel Drive),2981,6,9.1,443.84,530,64,1299,4519,1852,2,4,2450,4,263816
Nissan,Gtr,Nissan Gtr,3.8 V6,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),3799,6,9,562.2,637,74,1370,4710,1895,2,4,2780,6,297363
Aston Martin,Vantage,Aston Martin Vantage,Coupe,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),3982,8,8,498.09,685,73,1273,4465,2153,2,2,2704,6,413000
Aston Martin,Rapide,Aston Martin Rapide,Luxe,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),5935,12,12.9,552.34,630,90.5,1360,5019,1929,4,4,2989,8,543841
Ferrari,812 Superfast,Ferrari 812 Superfast,Superfast,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),6496,12,14.9,778.21,718,92,1276,4657,1971,2,2,2720,4,728000
Maruti Suzuki,Alto 800 Tour,Maruti Suzuki Alto 800 Tour,H1,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,23.7,47.34,69,35,1475,3430,1490,5,5,2360,0,4959
Maruti Suzuki,Alto 800 Tour,Maruti Suzuki Alto 800 Tour,H1 (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,24.7,47.34,69,35,1475,3395,1490,5,5,2360,1,4991
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Magna 1.2 Crdi,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1186,3,20.7,73.97,190,37,1520,3805,1680,5,5,2450,2,9451
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Era 1.2 Vtvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37,1520,3805,1680,5,5,2450,2,7069
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Magna 1.2 Vtvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37,1520,3805,1680,5,5,2450,2,8254
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Magna Amt 1.2 Vtvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37,1520,3805,1680,5,5,2450,2,8996
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz 1.2 Vtvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37,1520,3805,1680,5,5,2450,2,9006
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz Amt 1.2 Vtvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37,1520,3805,1680,5,5,2450,2,9846
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37,1520,3805,1680,5,5,2450,2,9426
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Asta 1.2 Vtvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37,1520,3805,1680,5,5,2450,2,10065
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz Amt 1.2 Crdi,Hatchback,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1186,3,20.7,73.97,190,37,1520,3805,1680,5,5,2450,2,11064
Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Asta 1.2 Crdi,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1186,3,20.7,73.97,190,37,1520,3805,1680,5,5,2450,2,11262
Hyundai,Xcent,Hyundai Xcent,S 1.2,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.14,81.86,114,43,1520,3995,1660,4,5,2425,2,9012
Hyundai,Xcent,Hyundai Xcent,S At 1.2,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,17.36,80.88,114,43,1520,3995,1660,4,5,2425,2,10272
Hyundai,Xcent,Hyundai Xcent,Sx 1.2,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.14,80.88,114,43,1520,3995,1660,4,5,2425,2,9877
Hyundai,Xcent,Hyundai Xcent,Sx 1.2 Crdi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1120,3,25.4,73.97,190,43,1520,3995,1660,4,5,2425,2,11179
Hyundai,Xcent,Hyundai Xcent,Sx 1.2 Crdi (O),Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1120,3,25.4,71.02,190,43,1520,3995,1660,4,5,2425,2,12255
Nissan,Micra,Nissan Micra,Xl (O) Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1198,3,19.34,75.95,104,41,1530,3825,1665,5,5,2450,2,9280
Nissan,Micra,Nissan Micra,Xv Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1198,3,19.34,75.95,104,41,1530,3825,1665,5,5,2450,2,10943
Nissan,Micra,Nissan Micra,Xld (O),Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,23.08,63.12,160,41,1525,3825,1665,5,5,2450,2,10409
Nissan,Micra,Nissan Micra,Xvd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,23.08,63.12,160,41,1525,3825,1665,5,5,2450,2,11381
Mahindra,Bolero,Mahindra Bolero,Zlx,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60,1880,4107,1745,5,7,2680,0,13191
Mahindra,Bolero,Mahindra Bolero,Slx,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60,1880,4107,1745,5,7,2680,0,12838
Mahindra,Bolero,Mahindra Bolero,Sle,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60,1880,4107,1745,5,7,2680,0,12050
Mahindra,Bolero,Mahindra Bolero,Ex,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60,1910,4221,1745,5,7,2794,0,11422
Mahindra,Bolero,Mahindra Bolero,Ex Non Ac,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60,1910,4221,1745,5,7,2794,0,10831
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Alpha Smart Hybrid,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43,1485,4490,1730,4,5,2650,2,15437
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Sigma Smart Hybrid,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43,1485,4490,1730,4,5,2650,2,12875
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Delta Smart Hybrid,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43,1485,4490,1730,4,5,2650,2,13729
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Zeta Smart Hybrid,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43,1485,4490,1730,4,5,2650,2,14877
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Sigma Smart Hybrid,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43,1485,4490,1730,4,5,2650,2,11475
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Delta Smart Hybrid,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43,1485,4490,1730,4,5,2650,2,12343
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Zeta Smart Hybrid,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43,1485,4490,1730,4,5,2650,2,13421
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Alpha Smart Hybrid,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43,1485,4490,1730,4,5,2650,2,13967
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Delta At Smart Hybrid,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1462,4,20.28,101.59,138,43,1485,4490,1730,4,5,2650,2,13729
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Zeta At Smart Hybrid,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1462,4,20.28,101.59,138,43,1485,4490,1730,4,5,2650,2,14821
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Alpha At Smart Hybrid,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1462,4,20.28,101.59,138,43,1485,4490,1730,4,5,2650,2,15381
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Alpha,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.82,92.71,225,43,1485,4490,1730,4,5,2650,2,15934
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Delta,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.32,92.71,225,43,1485,4490,1730,4,5,2650,2,13967
