make,model,car,variant,body_type,fuel_type,fuel_system,type,drivetrain,displacement(cc),cylinders,mileage(kms/lit),power(hp),torque,fuel_tank,height(mm),length(mm),width(mm),doors,seats,wheelbase(mm),airbags,price($)
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zxi Plus,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,22,82.85,115,37,1515,3995,1735,4,5,2450,2,11502
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zxi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,22,82.85,115,37,1515,3995,1735,4,5,2450,2,10907
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zxi Plus Amt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,22,82.85,115,37,1515,3995,1735,4,5,2450,2,12160
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zdi Plus,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,37,1515,3995,1735,4,5,2450,2,12685
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Vdi Amt,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,37,1515,3995,1735,4,5,2450,2,11264
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zdi Plus Amt,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,37,1515,3995,1735,4,5,2450,2,13336
Ford,Freestyle,Ford Freestyle,1.5L Tdci Ambiente,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,24.4,98.63,215,40,1570,3954,1737,5,5,2490,2,9469
Ford,Freestyle,Ford Freestyle,1.5L Tdci Titanium,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,24.4,98.63,215,40,1570,3954,1737,5,5,2490,2,11072
Ford,Freestyle,Ford Freestyle,1.5L Tdci Titanium Plus,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,24.4,98.63,215,40,1570,3954,1737,5,5,2490,6,11709
Ford,Freestyle,Ford Freestyle,1.2L Ti-Vct Ambiente,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,3,19,94.69,120,42,1570,3954,1737,5,5,2490,2,8279
Ford,Freestyle,Ford Freestyle,1.2L Ti-Vct Titanium,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,3,19,94.69,120,42,1570,3954,1737,5,5,2490,2,10099
Ford,Freestyle,Ford Freestyle,1.2L Ti-Vct Titanium Plus,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,3,19,94.69,120,42,1570,3954,1737,5,5,2490,6,10589
Ford,Freestyle,Ford Freestyle,1.2L Ti-Vct Trend Plus,Crossover,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,3,19,94.69,120,42,1570,3954,1737,5,5,2490,2,9539
Ford,Freestyle,Ford Freestyle,1.5L Tdci Trend Plus,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,3,24.4,98.63,215,42,1570,3954,1737,5,5,2490,2,10442
Volkswagen,Ameo,Volkswagen Ameo,Trendline 1.0L,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,19,74.96,95,45,1483,3995,1682,4,5,2470,2,8316
Volkswagen,Ameo,Volkswagen Ameo,Comfortline 1.0L,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,19,74.96,95,45,1483,3995,1682,4,5,2470,2,9310
Volkswagen,Ameo,Volkswagen Ameo,Highline Plus 1.0L,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,19,74.96,95,45,1483,3995,1682,4,5,2470,2,11198
Ford,Aspire,Ford Aspire,1.2 Ti-Vct Ambiente,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,20.4,94.69,120,42,1525,3995,1704,4,5,2490,2,8379
Ford,Aspire,Ford Aspire,1.2 Ti-Vct Trend Plus,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,20.4,94.69,120,42,1525,3995,1704,4,5,2490,2,9763
Ford,Aspire,Ford Aspire,1.2 Ti-Vct Trend,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,20.4,94.69,120,42,1525,3995,1704,4,5,2490,2,9287
Ford,Aspire,Ford Aspire,1.5 Tdci Ambiente,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40,1525,3995,1704,4,5,2490,2,9791
Ford,Aspire,Ford Aspire,1.5 Tdci Trend,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40,1525,3995,1704,4,5,2490,2,10323
Ford,Aspire,Ford Aspire,1.5 Tdci Trend Plus,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40,1525,3995,1705,4,5,2490,2,10883
Ford,Aspire,Ford Aspire,1.5 Tdci Titanium,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40,1525,3995,1704,4,5,2490,2,11443
Ford,Aspire,Ford Aspire,1.5 Tdci Titanium Plus,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40,1525,3995,1704,4,5,2490,6,12073
Ford,Aspire,Ford Aspire,1.2 Ti-Vct Titanium Plus,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,19.4,94.69,120,42,1525,3995,1704,4,5,2490,6,10953
Ford,Aspire,Ford Aspire,1.2 Ti-Vct Titanium,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,19.4,94.69,120,42,1525,3995,1704,4,5,2490,2,10323
Ford,Aspire,Ford Aspire,1.2 Ti-Vct Blu,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,19.4,94.69,120,42,1525,3995,1704,4,5,2490,2,10673
Ford,Aspire,Ford Aspire,1.5 Tdci Blu,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40,1525,3995,1704,4,5,2490,2,11793
Toyota,Platinum Etios,Toyota Platinum Etios,G,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45,1510,4369,1695,4,5,2550,2,8779
Toyota,Platinum Etios,Toyota Platinum Etios,V,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45,1510,4369,1695,4,5,2550,2,10060
Toyota,Platinum Etios,Toyota Platinum Etios,Gd,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,4369,1695,4,5,2550,2,10285
Toyota,Platinum Etios,Toyota Platinum Etios,Vd,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,4369,1695,4,5,2550,2,11600
Toyota,Platinum Etios,Toyota Platinum Etios,Vxd,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,4369,1695,4,5,2550,2,12437
Toyota,Platinum Etios,Toyota Platinum Etios,Vx,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45,1510,4369,1695,4,5,2550,2,10897
Toyota,Platinum Etios,Toyota Platinum Etios,Gx,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45,1510,4369,1695,4,5,2550,2,9654
Toyota,Platinum Etios,Toyota Platinum Etios,Gxd,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,4369,1695,4,5,2550,2,11194
Toyota,Platinum Etios,Toyota Platinum Etios,Vxd Limited Edition,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,4369,1695,4,5,2550,2,12787
Toyota,Platinum Etios,Toyota Platinum Etios,Vx Limited Edition,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45,1510,4369,1695,4,5,2550,2,11247
Toyota,Etios Cross,Toyota Etios Cross,V,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45,1555,3895,1735,5,5,2460,2,11228
Toyota,Etios Cross,Toyota Etios Cross,G,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,17.71,78.91,104,45,1555,3895,1735,5,5,2460,2,9100
Toyota,Etios Cross,Toyota Etios Cross,Vd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1555,3895,1735,5,5,2460,2,11165
Toyota,Etios Cross,Toyota Etios Cross,Gd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1555,3895,1735,5,5,2460,2,10724
Toyota,Etios Cross,Toyota Etios Cross,1.2 X Edition,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,17.71,78.91,104,45,1555,3895,1735,5,5,2460,2,9359
Toyota,Etios Cross,Toyota Etios Cross,1.4 X Edition,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1555,3895,1735,5,5,2460,2,11424
Mahindra,Verito Vibe,Mahindra Verito Vibe,D2,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.08,64.11,160,50,1540,3991,1740,5,5,2630,0,9206
Mahindra,Verito Vibe,Mahindra Verito Vibe,D4,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.08,64.11,160,50,1540,3991,1740,5,5,2630,0,9600
Mahindra,Verito Vibe,Mahindra Verito Vibe,D6,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,20.08,64.11,160,50,1540,3991,1740,5,5,2630,1,10505
Fiat,Urban Cross,Fiat Urban Cross,1.3 Multijet Active,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20,91.73,209,45,1542,3989,1706,5,5,2510,0,9486
Fiat,Urban Cross,Fiat Urban Cross,1.3 Multijet Dynamic,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20,91.73,209,45,1542,3989,1706,5,5,2510,0,10347
Fiat,Urban Cross,Fiat Urban Cross,1.4 T-Jet Emotion,Crossover,Petrol,Injection,Manual,FWD (Front Wheel Drive),1368,4,17.1,138.08,210,45,1542,3989,1706,5,5,2510,2,13685
Fiat,Urban Cross,Fiat Urban Cross,1.3 Multijet Emotion,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20,91.73,209,45,1542,3989,1706,5,5,2510,2,11342
Toyota,Glanza,Toyota Glanza,G Hybrid,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,23.87,87.78,113,37,1540,3995,1745,5,5,2520,2,10106
Toyota,Glanza,Toyota Glanza,V,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,21.01,80.88,113,37,1540,3995,1745,5,5,2520,2,10614
Toyota,Glanza,Toyota Glanza,G Cvt,Hatchback,Petrol,Injection,CVT,FWD (Front Wheel Drive),1197,4,19.56,80.88,113,37,1540,3995,1745,5,5,2520,2,11618
Toyota,Glanza,Toyota Glanza,V Cvt,Hatchback,Petrol,Injection,CVT,FWD (Front Wheel Drive),1197,4,19.56,80.88,113,37,1540,3995,1745,5,5,2520,2,12462
Toyota,Glanza,Toyota Glanza,G Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,19.56,80.88,113,37,1540,3995,1745,5,5,2520,2,9770
Fiat,Avventura,Fiat Avventura,Multijet Dynamic,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20.5,91.73,209,45,1542,3989,1706,5,5,2510,0,11145
Fiat,Avventura,Fiat Avventura,Multijet Active,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20.5,91.73,209,45,1542,3989,1706,5,5,2510,0,9965
Fiat,Avventura,Fiat Avventura,Multijet Emotion,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20.5,91.73,209,45,1542,3989,1706,5,5,2510,2,12268
Honda,Jazz,Honda Jazz,V Petrol,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,4,18.2,88.77,110,40,1544,3955,1694,5,5,2530,2,10430
Honda,Jazz,Honda Jazz,Vx Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1199,4,19,88.77,110,40,1544,3955,1694,5,5,2530,2,12726
Honda,Jazz,Honda Jazz,Vx Petrol,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,4,18.2,88.77,110,40,1544,3955,1694,5,5,2530,2,11046
Honda,Jazz,Honda Jazz,V Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1199,4,19,88.77,110,40,1544,3955,1694,5,5,2530,2,12110
Honda,Jazz,Honda Jazz,S Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,27.3,98.63,200,40,1544,3955,1694,5,5,2530,2,11431
Honda,Jazz,Honda Jazz,V Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,27.3,98.63,200,40,1544,3955,1694,5,5,2530,2,12551
Honda,Jazz,Honda Jazz,Vx Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,27.3,98.63,200,40,1544,3955,1694,5,5,2530,2,13167
Honda,Jazz,Honda Jazz,Exclusive Edition Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1199,4,18.2,87.78,110,40,1544,3955,1694,5,5,2530,2,12992
Jeep,Compass Trailhawk,Jeep Compass Trailhawk,2.0 Trailhawk 4X4 At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1956,4,16.3,170.63,350,60,1657,4398,1818,5,5,2636,6,37520
Jeep,Compass Trailhawk,Jeep Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1956,4,16.3,170.63,350,60,1657,4398,1818,5,5,2636,6,38640
Isuzu,Mu-X,Isuzu Mu-X,4X2,SUV,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2999,4,13.8,174.58,380,76,1840,4825,1860,5,7,2845,2,38287
Isuzu,Mu-X,Isuzu Mu-X,4X4,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2999,4,13.8,174.58,380,76,1840,4825,1860,5,7,2845,2,41041
Mahindra,Alturas G4,Mahindra Alturas G4,4Wd At,SUV,Diesel,Injection,Automatic,4WD,2157,4,12.05,175.56,420,70,1.845,4850,1960,5,7,2865,9,42982
Volkswagen,Tiguan,Volkswagen Tiguan,Comfortline 2.0L Tdi Amt,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1968,4,17.06,139.07,340,71,1672,4486,1839,5,5,2677,6,39403
Honda,Cr-V,Honda Cr-V,2Wd Petrol Cvt,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1997,4,14.4,151.89,189,57,1679,4592,1855,5,5,2660,6,39578
Skoda,Superb Sportline,Skoda Superb Sportline,Sportline 1.8L Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,13.7,177.54,250,66,1483,4861,1864,4,5,2841,8,40594
Skoda,Superb Sportline,Skoda Superb Sportline,Sportline 2.0L Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,44094
Audi,A3,Audi A3,35 Tdi Premium Plus,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,20.38,141.04,320,50,1416,4456,1796,4,5,2637,9,42296
Audi,A3,Audi A3,35 Tdi Technology,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,20.38,141.04,320,50,1416,4456,1796,4,5,2637,9,45096
Audi,A3,Audi A3,35 Tfsi Premium Plus,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1395,4,19.2,147.95,250,50,1416,4456,1796,4,5,2637,9,40890
Audi,A3,Audi A3,35 Tfsi Technology,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1395,4,19.2,147.95,250,50,1416,4456,1796,4,5,2637,9,43690
Skoda,Kodiaq,Skoda Kodiaq,Style 2.0 Tdi 4X4 At,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,46194
Skoda,Kodiaq,Skoda Kodiaq,Laurin And Klement,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,145.98,340,66,1483,4861,1864,4,5,2841,9,51500
Skoda,Kodiaq,Skoda Kodiaq,Corporate Edition,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,9,46194
Dc,Avanti,Dc Avanti,Standard,Coupe,Petrol,Injection,Manual,RWD (Rear Wheel Drive),2000,4,10,246.58,340,60,1200,4565,2120,2,2,2700,0,47703
Audi,Q3,Audi Q3,30 Tdi Premium Fwd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1968,4,15.73,145.98,340,64,1608,4388,1831,5,5,2603,6,51480
Audi,Q3,Audi Q3,35 Tdi Quattro Premium Plus,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1968,4,15.73,174.58,380,64,1608,4388,1831,5,5,2603,6,55890
Audi,Q3,Audi Q3,35 Tdi Quattro Technology,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1968,4,15.73,174.58,380,64,1608,4388,1831,5,5,2603,6,61054
Audi,Q3,Audi Q3,30 Tfsi Premium,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1395,4,16.9,147.95,250,64,1608,4388,1831,5,5,2603,6,48954
Mini,John Cooper Works,Mini John Cooper Works,Hatch,"Sports, Hatchback",Petrol,Injection,Automatic,FWD (Front Wheel Drive),1998,4,16.47,227.84,320,44,1414,3874,1727,3,2,2495,2,60900
Jaguar,Xe,Jaguar Xe,S Petrol,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1997,4,11,246.58,365,61,1416,4691,1850,4,5,2835,6,62972
Jaguar,Xe,Jaguar Xe,S Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,11,177.54,430,56,1416,4691,1850,4,4,2835,6,62972
Jaguar,Xe,Jaguar Xe,Se Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,11,177.54,430,56,1416,4691,1850,4,4,2835,6,64862
Jaguar,Xe,Jaguar Xe,Se Petrol,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1997,4,11,246.58,365,61,1416,4691,1850,4,5,2835,6,64862
Jaguar,Xf,Jaguar Xf,2.0 Prestige,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,13.12,243.62,340,74,1460,4961,2091,4,5,2960,6,76108
Jaguar,Xf,Jaguar Xf,2.0 Portfolio,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,13.12,243.62,340,82,1457,5252,1899,4,5,3157,6,85028
Jaguar,Xf,Jaguar Xf,2.0 Portfolio Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,83,1457,5252,1899,4,5,3157,6,85943
Jaguar,Xf,Jaguar Xf,2.0 Prestige Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,66,1457,5067,2091,4,5,2960,6,77092
Jaguar,Xf,Jaguar Xf,2.0 Pure Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,66,1457,5067,2091,4,5,2960,6,69679
Audi,A3 Cabriolet,Audi A3 Cabriolet,40 Tfsi,Convertible,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1395,4,19.2,145.98,250,50,1409,4421,1793,2,4,2595,7,70532
Audi,A6,Audi A6,Premium Plus 45 Tfsi,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1984,4,14.11,241.65,370,73,1455,4933,1874,4,5,2912,8,76190
Audi,A6,Audi A6,Technology 45 Tfsi,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1984,4,14.11,241.65,370,73,1455,4933,1874,4,5,2912,8,83190
Bmw,X3,Bmw X3,Xdrive 20D Luxury Line,SUV,Diesel,Injection,Automatic,4WD,1995,4,18.56,187.4,400,67,1678,4657,1881,5,5,2810,6,83020
Bmw,X3,Bmw X3,Xdrive 30I Luxury Line,SUV,Petrol,Injection,Automatic,4WD,1998,4,18.56,244.61,350,67,1678,4657,1881,5,5,2810,6,82320
Bmw,X3,Bmw X3,Xdrive20D Xline,SUV,Diesel,Injection,Automatic,4WD,1995,4,18.56,187.4,400,67,1678,4657,1881,5,5,2810,6,78400
Audi,S5,Audi S5,Sportback,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),2995,6,13.57,328.44,500,58,1384,4718,1843,4,5,2811,10,101402
Ford,Mustang,Ford Mustang,Fastback V8,"Sedan, Coupe",Petrol,Injection,Automatic,RWD (Rear Wheel Drive),4951,8,13,395.51,515,60.9,1391,4784,2080,3,4,2720,8,104468
Jeep,Grand Cherokee,Jeep Grand Cherokee,Limited,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2987,6,12.8,236.72,570,93.5,1802,4828,1943,5,5,2915,6,110360
Jeep,Grand Cherokee,Jeep Grand Cherokee,Summit,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2987,6,12.8,236.72,570,93.5,1802,4828,1943,5,5,2915,6,125045
Jeep,Grand Cherokee,Jeep Grand Cherokee,Srt,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),6417,8,12.8,461.6,624,93.5,1749,4846,1954,5,5,2915,7,159600
Jeep,Grand Cherokee,Jeep Grand Cherokee,Summit Petrol,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),3604,6,8.61,282.09,347,93.5,1802,4828,1943,5,5,2915,6,105210
Bmw,M2 Competition,Bmw M2 Competition,Coupe,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2979,6,10,404.39,550,52,1410,4461,1854,2,4,2693,10,114520
Porsche,718,Porsche 718,Boxster,Convertible,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1988,4,7.4,295.9,380,54,1281,4379,1801,2,2,2475,4,125930
Porsche,718,Porsche 718,Cayman,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1988,4,7.4,295.9,380,54,1281,4379,1801,2,2,2475,4,120330
Toyota,Land Cruiser Prado,Toyota Land Cruiser Prado,Vx L,SUV,Diesel,Injection,Automatic,4WD,2982,4,11.13,170.63,410,87,1880,4840,1885,5,7,2790,7,134820
Lexus,Rx 450H,Lexus Rx 450H,450Hl Luxury,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),3456,6,18,258.42,335,65,1700,5000,1895,4,5,2790,10,138600
Bmw,7-Series,Bmw 7-Series,730Ld Design Pure Excellence,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78,1479,5120,2169,4,4,3210,8,172060
Bmw,7-Series,Bmw 7-Series,730Ld Design Pure Excellence Signature,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78,1479,5120,2169,4,4,3210,8,184800
Bmw,7-Series,Bmw 7-Series,730Ld M Sport,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78,1479,5120,2169,4,4,3210,8,189140
Bmw,7-Series,Bmw 7-Series,740Li Design Pure Excellence Signature,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),2998,6,11.86,335.35,450,78,1479,5120,2169,4,4,3210,8,189140
Bmw,7-Series,Bmw 7-Series,M760Li Xdrive,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),6592,12,7.96,600.67,850,78,1481,5219,2142,4,4,3110,8,339500
Maserati,Levante,Maserati Levante,Diesel,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2987,6,7.9,271.24,600,80,1679,5003,2158,4,4,3004,6,203168
Maserati,Levante,Maserati Levante,Gransport,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2979,6,7.9,345.21,500,80,1679,5003,2158,5,4,3004,6,208092
Maserati,Levante,Maserati Levante,Granlusson,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2979,6,7.9,424.12,580,80,1679,5003,2158,5,4,3004,6,215367
Maserati,Granturismo,Maserati Granturismo,Sport,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),4691,8,10,453.71,520,86,1353,4881,1915,2,4,2942,6,241214
Maserati,Quattroporte,Maserati Quattroporte,Granlusso,Sports,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2987,6,7.9,271.24,600,70,1481,5262,1948,4,4,3171,6,250600
Porsche,Panamera,Porsche Panamera,Turbo,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90,1427,5049,1937,4,4,2950,6,297682
Porsche,Panamera,Porsche Panamera,Turbo Executive,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90,1432,5199,1937,4,4,3100,6,316582
Porsche,Panamera,Porsche Panamera,Turbo Sport Turismo,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90,1432,5049,1937,4,4,2950,6,304458
Audi,R8,Audi R8,V10 Plus,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5204,10,6.71,601.66,560,75,1252,4440,2029,2,2,2650,8,381430
Lamborghini,Urus,Lamborghini Urus,V8,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,7.8,641.11,850,75,1638,5112,2181,5,5,3003,8,420000
Bentley,Continental Gt,Bentley Continental Gt,Coupe,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5998,12,8.6,581.93,720,90,1401,4807,2226,2,4,2746,6,473074
Ferrari,Portofino,Ferrari Portofino,V8 Convertible,Convertible,Petrol,Injection,Automatic,AWD (All Wheel Drive),3855,8,9,552.34,755,92,1320,4569,1910,2,2,2669,4,490000
Bentley,Bentayga,Bentley Bentayga,W12,SUV,Petrol,PGM - Fi,Automatic,AWD (All Wheel Drive),5950,12,19,599.68,900,85,1742,5141,1998,5,5,2992,6,643181
Bentley,Bentayga,Bentley Bentayga,V8,SUV,Petrol,PGM - Fi,Automatic,AWD (All Wheel Drive),3996,12,8.77,542.48,770,85,1742,5140,1998,5,5,2995,6,525588
Ferrari,458 Speciale,Ferrari 458 Speciale,Coupe,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),4497,8,9,596.72,540,86,1203,4571,1951,2,2,2650,5,595441
Bentley,Mulsanne,Bentley Mulsanne,Sedan,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),6752,8,9.5,505,1020,90,1521,5575,2208,4,4,3266,6,735998
Maruti Suzuki,Alto,Maruti Suzuki Alto,Std,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35,1475,3445,1490,5,5,2360,0,4127
Maruti Suzuki,Alto,Maruti Suzuki Alto,Std (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35,1475,3445,1490,5,5,2360,2,4198
